time,num_replies,num_likes,num_retweets,tweet_text
2017-05-05T13:01:41.000Z,30,1.5K,196,College Advising Corps
2017-05-05T16:23:46.000Z,51,1.9K,357,Shilpi Niyogi
2017-05-05T16:25:40.000Z,13,817,130,Get Schooled
2017-05-05T15:16:29.000Z,166,8.5K,1.4K,
2017-05-05T15:12:33.000Z,194,13K,2K,"So inspired by the over 1,300 schools & communities in all 50 states for shining a spotlight on higher education this "
2017-02-27T20:21:52.000Z,827,40.9K,4.7K,7 years since launching 
2017-02-23T20:05:56.000Z,1.4K,86.6K,17.7K,Remembering those who have made possible the dreams of today. Will never forget. Will never stop honoring their legacy. 
2017-02-14T16:04:15.000Z,6.8K,547.6K,111.4K,"Happy Valentine's Day to the love of my life and favorite island mate, "
2012-12-11T17:35:55.000Z,70,1.1K,332,Obama Inauguration
2012-11-22T14:42:47.000Z,2.2K,11.2K,8.5K,Barack Obama
2012-11-07T23:05:01.000Z,1.7K,9.1K,5.6K,We are grateful for each and every one of you.
2012-11-07T03:43:54.000Z,4.1K,11.8K,27.6K,"More than anything, I want to thank you all for everything. I am so grateful to every one of you for your support and your prayers.  –mo"
